skill_id,skill_name,aliases,description,taxonomy,original_id
SKILL_0004917,apply for research funding,"draft research grants applications
generate research funding
apply for research grants
identify research grants",Identify key relevant funding sources and prepare research grant application in order to obtain funds and grants. Write research proposals.,esco,http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6
SKILL_0004918,conduct public surveys,"plan public surveys
plan public consultations
carry out public consultations
manage public surveys
undertake public surveys
manage public consultations
undertake public consultations
carry out public surveys","Conduct the procedures of a public survey from the initial formulation and compilation of the questions, identifying the target audience, managing the survey method and operations, managing the processing of acquired data, and analysing the results.",esco,http://data.europa.eu/esco/skill/5f00bf83-f776-4488-b312-6725f8b6783a
SKILL_0004919,prevent fire in a performance environment,"prevent fires during a performance
prevent fire
prevent a performance environment from catching fire
prevent fire and perform first fire intervention","Take steps to prevent fire in a performance environment. Make sure the space complies with fire safety rules, with sprinklers and fire extinguishers installed where necessary. Make sure staff are aware of fire prevention measures.",esco,http://data.europa.eu/esco/skill/5f08605b-aa03-45ed-bc49-395477783a38
SKILL_0004920,develop trade policies,"design trade agreements
produce trade agreements
establish trade agreements
expand trade agreements
design trade policies
expand trade policies
establish trade policies
produce trade policies",Develop strategies which support economic growth and facilitate productive trade relations both nationally and internationally.,esco,http://data.europa.eu/esco/skill/5f08fb30-a657-44d4-988e-13f84801936b
SKILL_0004921,manage recirculation systems equipment,"controlling recirculation systems equipment
control recirculation systems
managing recirculation systems
control recirculation systems equipment
controlling recirculation systems
recirculation systems managing
managing recirculation systems equipment
recirculation systems equipment controlling
recirculation systems controlling
recirculation systems equipment managing
manage recirculation systems","Manage complex electrical, electronic and control equipment in recirculation systems.",esco,http://data.europa.eu/esco/skill/5f0dc80c-ddf4-442d-ad8d-c06496d96912
SKILL_0004922,apply spraying techniques,"administer sprinkling and vaporising techniques
operate spraying techniques
use spraying techniques
operate sprinkling and vaporising techniques
implement sprinkling and vaporising techniques
implement spraying techniques
use sprinkling and vaporising techniques
administer spraying techniques","Apply the most optimal spraying techniques, such as a perpendicular spraying angle, maintenance at a consistent distance, trigger the spray gun gradually, overlap surface spots, and others.",esco,http://data.europa.eu/esco/skill/5f146b0d-2f3d-45af-b1cf-c864ccc5d64d
SKILL_0004923,perform microbiological analysis in food,"execute microbiological analysis in the food chain
undertake microbiological analysis in the food chain
perform microbiological analysis within the food chain
implement microbiological analysis in the food chain
perform a microbiological analysis in the food chain
performing microbiological analysis in the food chain
perform microbiological analysis in the food chain","Perform analysis to detect different types of microorganisms such bacteria, moulds and yeasts in the food chain.",esco,http://data.europa.eu/esco/skill/5f1cfde7-344e-4e55-9190-627e82778673
SKILL_0004924,interpret financial statements,"read and understand financial statements
interpret finance statements
review financial statements
interpreting financial statements
interpret financial statement","Read, understand, and interpret the key lines and indicators in financial statements. Extract the most important information from financial statements depending on the needs and integrate this information in the development of the department's plans.",esco,http://data.europa.eu/esco/skill/5f1d1319-7954-4a9b-90c7-57668e3a0d4b
SKILL_0004925,check accounting records,"checking accounting records
check records of accounts
check account records
review accounting records
check accounting record
monitor accounting records",Revise the accounting records of the quarter and year and ensure that the accounting information reflects with accuracy the financial transactions of the company.,esco,http://data.europa.eu/esco/skill/5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf
SKILL_0004926,use equipment for hair care,"operate equipment for hair care
using equipment for hair care
utilize hair care equipment
use hair care equipment","Use tools to cut, trim or shave hair, such as scissors, clippers, razors and combs.",esco,http://data.europa.eu/esco/skill/5f27371a-1cf3-4a81-9faf-12fab80cb3e1
SKILL_0004927,negotiate terms with suppliers,"improve terms with suppliers
agree terms with suppliers
negotiate terms with a supplier
determine terms with suppliers
discuss terms with suppliers",Identify and work with suppliers to ensure quality of supply and best price has been negotiated.,esco,http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf
SKILL_0004928,oversee the design of touristic publications,"oversee the designing of touristic publications
oversee the designs of tourist publications
oversee the design and printing of touristic publications
supervise design of tourism-related material",Monitor the design of marketing publications and materials for the promotion of tourism-related products.,esco,http://data.europa.eu/esco/skill/5f3025b4-d007-465b-a9a8-26635a5cbc78
SKILL_0004929,analyse economic trends,"investigate economic trends
investigate economic movements
test economic trends
scrutinise economic trends
assess economic trends
analyze  economic trends
test economic movements
scrutinise economic movements
assess economic movements","Analyse developments in national or international trade, business relations, banking, and developments in public finance and how these factors interact with one another in a given economic context.",esco,http://data.europa.eu/esco/skill/5f302d63-048e-451c-b150-97c124a5a26b
SKILL_0004930,conduct post tanning operations,"treat animal skin
produce leather products
conduct tanning activities","Treat skins and hides of animals to produce leather. This involves permanently altering the protein structure of skin, making it more durable and less susceptible to decomposition.",esco,http://data.europa.eu/esco/skill/5f33d8c7-774c-4534-8847-83a83d0dc4c3
